1.9021,2.5152e-11
1.9183,4.6926e-11
1.9344,7.8151e-11
1.9506,1.4139e-10
1.9668,2.498e-10
1.983,4.3131e-10
1.9992,7.1762e-10
2.0153,1.272e-09
2.0315,2.178e-09
2.0477,3.6256e-09
2.0639,6.4126e-09
2.0801,1.0381e-08
2.0962,1.6608e-08
2.1124,2.8959e-08
2.1286,4.5158e-08
2.1448,7.2354e-08
2.161,1.2045e-07
2.1771,1.9157e-07
2.1933,2.9564e-07
2.2095,4.8385e-07
2.2257,7.3735e-07
2.2419,1.1428e-06
2.258,1.746e-06
2.2742,2.7438e-06
2.2904,4.135e-06
2.3066,6.2114e-06
2.3228,9.121e-06
2.3389,1.4173e-05
2.3551,2.0585e-05
2.3713,2.9594e-05
2.3875,4.3658e-05
2.4037,6.4702e-05
2.4198,8.8359e-05
2.436,0.00012681
2.4522,0.00017795
2.4684,0.0002515
2.4846,0.00035196
2.5008,0.00047348
2.5169,0.00065993
2.5331,0.00088754
2.5493,0.001196
2.5655,0.0015929
2.5817,0.0021582
2.5978,0.0028654
2.614,0.0037023
2.6302,0.004812
2.6464,0.0061582
2.6626,0.0079293
2.6787,0.010025
2.6949,0.012583
2.7111,0.015832
2.7273,0.019808
2.7435,0.024273
2.7596,0.029627
2.7758,0.035915
2.792,0.042966
2.8082,0.051629
2.8244,0.061549
2.8405,0.072514
2.8567,0.084771
2.8729,0.098715
2.8891,0.11347
2.9053,0.13015
2.9214,0.14747
2.9376,0.16686
2.9538,0.18667
2.97,0.20807
2.9862,0.2301
3.0023,0.25242
3.0185,0.27446
3.0347,0.2971
3.0509,0.31904
3.0671,0.34058
3.0832,0.36043
3.0994,0.3795
3.1156,0.39666
3.1318,0.41157
3.148,0.42448
3.1641,0.43488
3.1803,0.44247
3.1965,0.44699
3.2127,0.44891
3.2289,0.44778
3.245,0.44385
3.2612,0.43727
3.2774,0.42787
3.2936,0.41608
3.3098,0.40212
3.326,0.38628
3.3421,0.3688
3.3583,0.34995
3.3745,0.33011
3.3907,0.30954
3.4069,0.28854
3.423,0.2674
3.4392,0.24642
3.4554,0.22579
3.4716,0.20571
3.4878,0.18641
3.5039,0.16798
3.5201,0.15058
3.5363,0.13425
3.5525,0.11906
3.5687,0.10504
3.5848,0.092213
3.601,0.080534
3.6172,0.069991
3.6334,0.060533
3.6496,0.052099
3.6657,0.044633
3.6819,0.038053
3.6981,0.032296
3.7143,0.027288
3.7305,0.022952
3.7466,0.019221
3.7628,0.016027
3.779,0.013307
3.7952,0.011002
3.8114,0.0090587
3.8275,0.0074279
3.8437,0.0060667
3.8599,0.0049348
3.8761,0.0039984
3.8923,0.0032272
3.9084,0.0025947
3.9246,0.0020781
3.9408,0.0016581
3.957,0.001318
3.9732,0.0010438
3.9893,0.0008236
4.0055,0.00064745
4.0217,0.00050707
4.0379,0.00039575
4.0541,0.00030772
4.0702,0.0002384
4.0864,0.00018402
4.1026,0.00014155
4.1188,0.00010848
4.135,8.2845e-05
4.1512,6.3035e-05
4.1673,4.7789e-05
4.1835,3.6104e-05
4.1997,2.7175e-05
4.2159,2.0381e-05
4.2321,1.5232e-05
4.2482,1.1342e-05
4.2644,8.4156e-06
4.2806,6.2214e-06
4.2968,4.5827e-06
4.313,3.3634e-06
4.3291,2.4597e-06
4.3453,1.7923e-06
4.3615,1.3013e-06
4.3777,9.4132e-07
4.3939,6.7849e-07
4.41,4.8726e-07
4.4262,3.4867e-07
4.4424,2.4859e-07
4.4586,1.766e-07
4.4748,1.25e-07
4.4909,8.8162e-08
4.5071,6.1951e-08
4.5233,4.3377e-08
4.5395,3.0261e-08
4.5557,2.1036e-08
4.5718,1.457e-08
4.588,1.0055e-08
4.6042,6.9144e-09
4.6204,4.7377e-09
4.6366,3.2344e-09
4.6527,2.2001e-09
4.6689,1.4914e-09
4.6851,1.0073e-09
4.7013,6.7785e-10
4.7175,4.5454e-10
4.7336,3.0373e-10
4.7498,2.0223e-10
4.766,1.3416e-10
4.7822,8.8693e-11
4.7984,5.8427e-11
4.8145,3.8352e-11
4.8307,2.5084e-11
4.8469,1.6349e-11
4.8631,1.0618e-11
4.8793,6.8722e-12
4.8954,4.4319e-12
4.9116,2.8481e-12
4.9278,1.8239e-12
4.944,1.1638e-12
4.9602,7.4009e-13
4.9764,4.6899e-13
4.9925,2.9615e-13
5.0087,1.8636e-13
5.0249,1.1685e-13
5.0411,7.3021e-14
5.0573,4.5468e-14
5.0734,2.8213e-14
5.0896,1.7448e-14
5.1058,1.0751e-14
5.122,6.6024e-15
5.1382,4.0403e-15
5.1543,2.464e-15
5.1705,1.4974e-15
5.1867,9.0691e-16
5.2029,5.4736e-16
5.2191,3.2919e-16
5.2352,1.9731e-16
5.2514,1.1785e-16
5.2676,7.0148e-17
5.2838,4.1613e-17
5.3,2.4599e-17
5.3161,1.4491e-17
5.3323,8.5077e-18
5.3485,4.9769e-18
5.3647,2.9018e-18
5.3809,1.686e-18
5.397,9.7626e-19
5.4132,5.6333e-19
5.4294,3.2395e-19
5.4456,1.8565e-19
5.4618,1.0602e-19
5.4779,6.0344e-20
5.4941,3.4224e-20
5.5103,1.9345e-20
5.5265,1.0897e-20
5.5427,6.1171e-21
5.5588,3.4221e-21
5.575,1.9078e-21
5.5912,1.06e-21
5.6074,5.8685e-22
5.6236,3.2382e-22
5.6397,1.7806e-22
5.6559,9.7567e-23
5.6721,5.3285e-23
5.6883,2.8998e-23
5.7045,1.5727e-23
5.7206,8.5001e-24
5.7368,4.5782e-24
5.753,2.4575e-24
5.7692,1.3146e-24
5.7854,7.0074e-25
